timestamp,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,target x,target y,target z
2366.001,0.804539,-2.067493,1.743675,-1.209966,-1.603154,-0.955377,-0.023644,-0.196762,0.144228,-0.309315,3.1245,0.09152,0.119803,-0.155095,-1.362701,-0.425462,-0.131558,0.044808,-0.003052668,-0.334620435,0.025
2367.001,0.772503,-1.999312,1.722478,-1.207538,-1.595238,-0.952614,-0.030756,-0.199926,0.138781,-0.25246,3.084008,0.129461,-0.128108,-0.302931,-1.376727,-0.330608,0.098543,0.052199,-0.003052668,-0.334620435,0.025
2368.001,0.746579,-2.042565,1.728407,-1.173442,-1.59061,-0.994003,-0.027257,-0.192608,0.141912,-0.275063,3.079566,0.118607,-0.14729,-0.429192,-0.908334,-0.33842,0.09208,-0.222397,-0.003052668,-0.334620435,0.025
2369.001,0.74653,-2.042565,1.728401,-1.17343,-1.590604,-0.993999,-0.027263,-0.192607,0.141913,-0.274981,3.079563,0.118603,-0.098366,-0.374367,-1.012324,-0.396564,0.049545,-0.058338,-0.003052668,-0.334620435,0.025
2370.001,0.746534,-2.042568,1.728411,-1.173446,-1.590631,-0.994006,-0.027269,-0.192603,0.141912,-0.275001,3.079583,0.118629,-0.119362,-0.352138,-1.040006,-0.426342,0.018654,0.020689,-0.003052668,-0.334620435,0.025
2371.001,0.804165,-2.054188,1.724218,-1.167088,-1.631357,-0.879969,-0.023759,-0.185286,0.145043,-0.192439,3.125477,0.162706,0.135084,-0.384555,-1.354278,-0.416861,-0.151825,0.124125,-0.003052668,-0.334620435,0.025
2372.001,0.790358,-2.054944,1.697469,-1.131586,-1.624118,-0.882031,-0.021731,-0.183197,0.149842,-0.17298,3.114993,0.162159,-0.124149,-0.426245,-1.333188,-0.338399,-0.00649,-0.020989,-0.003052668,-0.334620435,0.025
2373.001,0.790265,-2.055035,1.697324,-1.131471,-1.624052,-0.88212,-0.021734,-0.183207,0.149885,-0.172965,3.115041,0.161956,-0.162718,-0.388112,-1.329226,-0.428175,0.084715,-0.037349,-0.003052668,-0.334620435,0.025
2374.001,0.802302,-2.08822,1.732733,-1.146465,-1.615053,-0.854192,-0.015411,-0.182879,0.146154,-0.147411,3.122705,0.139053,0.114732,-0.369719,-0.90104,-0.545856,0.053486,0.151522,-0.003052668,-0.334620435,0.025
2375.001,0.785493,-2.088343,1.715719,-1.134428,-1.607119,-0.867688,-0.017008,-0.184301,0.149753,-0.141424,3.120606,0.124128,-0.155392,-0.249011,-1.370146,-0.362212,0.106234,-0.108976,-0.003052668,-0.334620435,0.025
2376.001,0.753813,-2.122278,1.694156,-1.08817,-1.600118,-0.886674,-0.014996,-0.178916,0.156931,-0.120326,3.12258,0.105999,-0.157773,-0.32408,-1.385172,-0.3369,0.137522,-0.218312,-0.003052668,-0.334620435,0.025
2377.001,0.734155,-2.166615,1.698687,-1.055191,-1.598821,-0.92808,-0.010463,-0.171615,0.159145,-0.153496,3.123932,0.097255,-0.11806,-0.300538,-0.90666,-0.347027,0.144544,-0.095256,-0.003052668,-0.334620435,0.025
2378.001,0.732789,-2.167641,1.697664,-1.05321,-1.598407,-0.930123,-0.01034,-0.17143,0.159393,-0.154491,3.123587,0.09665,-0.434416,-0.593112,-1.691764,-0.0715,0.222891,-0.432602,-0.003052668,-0.334620435,0.025
2379.001,0.700754,-2.188006,1.664507,-1.006345,-1.588966,-0.976872,-0.008443,-0.168177,0.16695,-0.176218,3.120158,0.077771,-0.12969,-0.175532,-1.212493,-0.406618,0.123495,-0.109497,-0.003052668,-0.334620435,0.025
2380.001,0.715313,-2.198495,1.682021,-1.002962,-1.583,-0.961674,-0.001591,-0.166675,0.163367,-0.174405,3.109072,0.080612,0.113484,-0.189692,-0.887239,-0.413144,0.097946,0.09361,-0.003052668,-0.334620435,0.025
2381.001,0.610971,-2.322895,1.729056,-0.941227,-1.609135,-1.116296,-0.001316,-0.14362,0.159478,-0.252924,3.123823,0.098599,-0.163596,-0.016936,-0.773216,-0.315482,-0.161941,-0.16872,-0.003052668,-0.334620435,0.025
2382.001,0.422715,-2.341996,1.707078,-0.872369,-1.58118,-1.280844,-0.010312,-0.141273,0.161133,-0.211312,3.080822,0.068635,-0.45001,-0.019051,-1.326175,-0.161861,0.214497,-0.506997,-0.003052668,-0.334620435,0.025
2383.001,0.398816,-2.343064,1.703846,-0.863492,-1.578197,-1.301726,-0.011507,-0.140964,0.161365,-0.206032,3.074962,0.064636,-0.034193,0.106193,-1.204362,-0.559606,0.115306,-0.042078,-0.003052668,-0.334620435,0.025
2384.001,-0.00633,-2.476381,1.633045,-0.646995,-1.572107,-1.722072,-0.012735,-0.126795,0.168384,-0.223934,3.050567,0.011784,0.156215,0.472216,-0.984349,-0.599286,0.192819,0.195372,-0.003052668,-0.334620435,0.025
2385.001,-0.006355,-2.476366,1.633052,-0.647036,-1.572001,-1.722009,-0.012749,-0.126825,0.168385,-0.223796,3.050604,0.011628,0.068357,0.470566,-0.956883,-0.593543,0.084951,0.031973,-0.003052668,-0.334620435,0.025
2386.001,-0.006388,-2.476381,1.63304,-0.647028,-1.572068,-1.721994,-0.012752,-0.126805,0.168387,-0.223726,3.050622,0.01173,0.05702,0.46132,-0.965864,-0.595803,0.035982,0.029727,-0.003052668,-0.334620435,0.025
